,title,author,tags,summary,words,chapters,comment,kudos,bookmarks,hits
69,the still point of the turning world,fruitygoblin,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","""They’d been scheduled to meet on Tuesday, but Crowley hadn’t shown. He’d left a message, short and to the point, explaining that he’d had some things to do, and at any other time Aziraphale might have been offended at being stood up. But he wasn’t. Instead, he found himself worrying. He couldn’t name it, but things – in a general sense – weren’t as they should be. It was like looking at a design with the wrong dimensions, or an equation missing a crucial integer.Something about the way he'd looked...“Oh,honestly,” Aziraphale said to the empty room, and he reached up for his coat.Or:Crowley has an existential crisis. Aziraphale attempts to pick up the pieces.",8286.0,1,104,4430,609,32570
70,"the deft, sweet gesture of your hand",deadgreeks,"['Good Omens (TV)', 'Good Omens - Neil Gaiman & Terry Pratchett']","Crowley arrives injured at Aziraphale's door. He takes care of him, reads him an awful lot of Mary Oliver, and knits elaborate metaphors for his insecurities (literally).",12126.0,1,297,4349,1357,41211
71,A Guide to Fame for the Enterprising Demon,asideofourown,"['Good Omens (TV)', 'Good Omens - Neil Gaiman & Terry Pratchett']","tildeathdoustogetherok friends so i know we all joke about, like john mulaney and keanu reeves and hozier being immortals, but… i really think we gotta add anthony j. crowley to that listthelongest27yearsofmylifereblogged and said:Christ, Beth, Anthony Crowley is an increasingly popular, openly queer creator with explicitly queer rep in his work that’s really important to some people, can you not make this into a meme for ONCE in your life?tildeathdoustogetherreblogged and said:you think i’m joking but.  i’m not.  l i s t e n  i did not get a history degree for nothing, i have RECEIPTS. buckle in kiddos this is a wild ride[Crowley accidentally gets a bit famous, and the internet figures out he may be a bit immortal]",8208.0,1,344,4340,1038,19552
72,come as you are,fruitygoblin,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Aziraphale visits a modern art gallery, goes on a diet, and submits to the mortifying ordeal of being known. Not necessarily in that order.",10072.0,1,175,4326,854,28488
73,Petrichor & Parchment,MrsNoggin,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","“Mr. Crowley, I presume?” Aziraphale asked in lieu of an introduction, which was not forthcoming. The guy hadn’t even removed his sunglasses. Oh God, he had a tattoo on his face. Aziraphale wasn’t one to judge, but… what kind of gardener had a snake tattoo on his face?Now also available as a podfic fromLiterarion",33059.0,11,1391,4313,1361,51603
74,For the Angel Who Has Everything,triedunture,"['Good Omens (TV)', 'Good Omens - Neil Gaiman & Terry Pratchett']","Crowley likes giving Aziraphale things. Whatever he wants, actually.Which, happily, includes Crowley himself, as it turns out.",8321.0,1,376,4288,933,45285
75,Catch Me When I Fall,Ghostinthehouse,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Later, at home, they laugh openly about it, and lay bets on how long it will be before this year's undergraduates catch on that they are married.""Your turn to drop a clue next, angel,"" Crowley drawls from where he sprawls with his feet on Aziraphale's lap.",666.0,1,127,4271,180,30496
76,"Add Wings, Add Harp, Add Heart (all set)",DeerstalkerDeathFrisbee,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","“WE AREN’T MARRIED.”“Well we aren’t not married,” Aziraphale argues.Crowley makes an annoyed sound and stalks away.He comes back a minute later, “Well I certainly don’t honor you or whatever they say in those promise things.”“Vows. And you honor me with your presence, my dear.”Crowley realizes he and Aziraphale act like a married couple. A minor crisis is had. Fluff ensues.",4159.0,1,117,4269,534,27686
77,what I like about you,suzukiblu,"['Good Omens (TV)', 'Good Omens - Neil Gaiman & Terry Pratchett']","“It’s really very nice. Seducing people, I mean,” Aziraphale says, and Crowley reallydoesnearly discorporate.“You’re anangel!” he says.“Well, yes,” Aziraphale says. “But it’s not a sin if you love someone, and of course I love all of Her creatures.”“I—that’s not—that’s not what thatmeans!” Crowley yells.“Isn’t it?” Aziraphale blinks up at him innocently. Crowley is reminded, again, that Aziraphale is just enough of a bastard to be worth knowing.",5990.0,1,277,4224,790,36668
78,Never Judge Books By Their...?,WorseOmens,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","There's a burglary in Soho, right across the road from AZ Fell & Co's Antique Bookseller's. An angel and a demon are called in for questioning, and the detectives involved start to form opinions...(OR: Crowley's a flirt, and Aziraphale doesn't do PDA; people start to get the wrong idea)",4421.0,1,128,4201,444,24777
79,Repossession,dreamsofspike,"['Good Omens (TV)', 'Good Omens - Neil Gaiman & Terry Pratchett']","Crowley and Aziraphale's clandestine love affair has spanned the past fourteen years, with Heaven and Hell none the wiser. Or so they thought. Angel and demon alike quickly learn that Heaven can be far crueler than Hell.",190064.0,45,7777,4197,790,106172
80,Slow,write_away,"['Good Omens (TV)', 'Good Omens - Neil Gaiman & Terry Pratchett']","It started like this: A boy with the ability to warp reality met an angel and a demon and he madeassumptions.You might say it started like this: An angel and a demon found a marriage contract hung on the wall of the angel's bookshop. They didn't question it.It also could have started like this: Once upon a time, the angel told the demon he went too fast. The demon took it to heart.Aziraphale and Crowley find themselves somehow married. Crowley fears going too fast. Aziraphale forges ahead. Neither know how to ask questions of each other.",9371.0,1,373,4184,1043,35823
81,This Soul Outstreaming,Rend_Herring,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","“Why did you come here?” Aziraphale interrupts.  “Why do you keep doing this?”  All the saving, he means, all the chasing after Aziraphale he does. It can’t only be that he’s not keen to endure a replacement.  That can’t be it, not anymore.  He’s going to get himself in trouble, and then it’ll be Aziraphale’s fault.Crowley’s mouth shuts with a click.  He shifts uncomfortably in his seat, reaches for the handle of the fork and taps his fingertips against it before setting his hands in his lap.When he speaks, it’s very soft.  “Don’t you know?” he asks.Aziraphale, unnaccustomed to his heart refusing to translate why it throbs with such haste, shakes his head.",22118.0,1,779,4183,1403,42908
82,A Metaphor Of Some Kind,copperbadge,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","After the world doesn't end, Hell gets Crowley and Heaven gets Aziraphale, but not for very long.",4184.0,1,245,4166,873,23861
83,Moving Furniture,LittleLynn,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","It was strange, Aziraphale’s bookshop had not burned down - though that was not what was strange, given all that had happened in the past week his bookshop miraculously un-incinerating itself barely even registered. No, what was strange, was that Aziraphale’s bookshop was still standing and yet somehow he found himself staying at Crowley’s place anyway.",6393.0,1,207,4134,847,32548
84,You Know My Name,dotstronaut,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","In the beginning there were two dumbasses... but they don't look how you expect. Because in a universe where the Snake of Eden never fell, who's job is it to tempt the first humans?The demon(oddly familiar, but with a scale or two here and there, dusty blonde hair with dirty roots, odd eyes)putters and grins. “Oh good. Truth be told, I’m a little nervous. First big assignment and all.”“I didn’t know demons could feel nervous. Is that just your thing, or...”Were all angels this conversational? He couldn't remember, but his fellow demons certainly weren't. It was refreshing to hear full sentences, to be asked about himself.“Ah, I’m afraid I’m quite unique in that regard... the others would think me daft if I told them.” The demon answers, curling inward a little self-consciously. The angel suspects the other demons would do a little more than pass silent judgement if they found out. He smiles despite himself, while he carefully stirs the surface of blurry, half-formed memories. Tiny ripples warble outwards.*Chapter Four Posted! Yes, it's been almost two years. Yes, I'm sorry.",7309.0,4,362,4088,599,38900
85,"Parsley, Thyme, Sage, Daffodils",MostWeakHamlets,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Aziraphale has a cooking show on the internet. It started out with three viewers, but now he's known as the happy grandfather that blew up overnight. Crowley occasionally makes cameos, has dedicated his garden to giving Aziraphale fresh herbs and vegetables, and struggles with living after the apocalypse.___“Taste this, my dear,” Aziraphale said.He held a spoonful of jam to Crowley’s lips with his free hand cautiously under it, ready to catch any dripping.Crowley leaned forward to wrap his lips around the spoon.Most likely his shyness came from the small tender moments Aziraphale was not afraid of showing the world. It had been the topic of many long conversations after Aziraphale took Crowley’s hand in St. James Park, causing Crowley to freeze and break out in a cold sweat. Being discreet had always been their top priority. For 6,000 years, someone would have surely seen them if they embraced in the middle of London. But now, Aziraphale had assured Crowley, things were different. They no longer needed to hide, but Aziraphale would go as slow as Crowley needed him to.It was almost funny how their roles had switched after the apocalypse.",3676.0,1,232,4050,752,26737
86,"ask, and ye shall receive",Ariaste,"['Good Omens (TV)', 'Good Omens - Neil Gaiman & Terry Pratchett']","Smite me,Crowley thinks one day, about three or four days into the Beginning of the World. He feels rather daring about it, especially when God doesn’t answer. Puts a bit of a swagger in his slither.",441.0,1,328,4029,876,17086
87,My Memory With You,jessikast,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","“Does anyone there look familiar? I am going to kill Adam, he’s done this on purpose!” Crowley hissed.Aziraphale frowned. “Well, Adam of course. And-““Nanny Ashtoreth?” came a disbelieving – and American – voice. “Is that you?”***Adam brings his boyfriend, Warlock, home for the holiday. Adam figures out that Warlock's nanny and gardner may, in fact, be a certain demon and angel of his acquaintance. Adam has avery, very good idea.In which Aziraphale and Crowley are required to pull on some old disguises at short notice, Warlock is delighted to see his old caretakers again, and Adam's going to pay for this later but right now it'shilarious.",4002.0,1,102,4016,521,19565
88,indelible,greased_lightning_rod,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Crowley hiccups. It turns into a burp. “Angel,” he repeats, and if it sounds soppy, well, what do you expect. Crowley is three winds—sheets—anyway he’s shitfaced. It’s not like Aziraphale doesn’tknowCrowley’s in love with him. It’s not like it’s asecret. It’s not like Crowley hasn’t lived with the mortification of being known down to the moleculeevery day for six thousand years.Why is he here again? Oh yes.“I need your help.”*It turns out glitter is miracle-proof and, also, that it itches. Crowley needs some help preening. He gets a bit more than he bargained for.",4260.0,1,248,3996,767,27997
